# x_m, y_m, w_tr_right_m, w_tr_left_m
5.598792977672578886e+00,-3.490759875473289586e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.624672571190031611e+00,-3.587353077232049881e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.648523556320761863e+00,-3.684467084949425431e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.670335470851995296e+00,-3.782059299654898066e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.690098747007400704e+00,-3.880086912612892291e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.707804715644000382e+00,-3.978506924100783326e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.723445610054870514e+00,-4.077276162270695892e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.737014569376007955e+00,-4.176351302086788841e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.748505641595833993e+00,-4.275688884329742478e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.757913786166050762e+00,-4.375245334660109009e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.765234876212656623e+00,-4.474976982732156827e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.770465700346210980e+00,-4.574840081349818455e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.773603964070502137e+00,-4.674790825656372384e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.774648290789018645e+00,-4.774785372349388268e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.773598222408805825e+00,-4.874779858912567043e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.770454219541393037e+00,-4.974730422855982326e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.765217661300760632e+00,-5.074593220956322703e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.757890844698381194e+00,-5.174324448488684780e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.748476983635646853e+00,-5.273880358441475735e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.736980207494090322e+00,-5.373217280705999244e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.723405559324030278e+00,-5.472291641232304826e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.707758993632452871e+00,-5.571059981142905571e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.690047373771068173e+00,-5.669478975795981590e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.670278468925697091e+00,-5.767505453789692815e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.648460950708342310e+00,-5.865096415899266447e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.624604389353383915e+00,-5.962209053938576808e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.598719249519605867e+00,-6.058800769537908693e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.570816885699880316e+00,-6.154829192829705420e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.540909537240538363e+00,-6.250252201034059318e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.509010322972581086e+00,-6.345027936935839996e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.475133235457127157e+00,-6.439114827245311368e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.439293134847579481e+00,-6.532471600834240277e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.401505742371237595e+00,-6.625057306839408966e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.361787633433195310e+00,-6.716831332625696760e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.320156230345549631e+00,-6.807753421600769350e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.276629794685131714e+00,-6.897783690873587226e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.231227419283064783e+00,-6.986882648749011437e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.183969019849729243e+00,-7.075011212050792864e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.134875326238743654e+00,-7.162130723265372367e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.083967873353833156e+00,-7.248202967498968086e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.031268991702572357e+00,-7.333190189240492707e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.976801797601119404e+00,-7.417055108922988360e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.920590183034271980e+00,-7.499760939276263194e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.862658805175261278e+00,-7.581271401463600235e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.803033075569916655e+00,-7.661550740995432207e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.741739148989906560e+00,-7.740563743413016340e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.678803911959974471e+00,-7.818275749735223989e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.614254970964188018e+00,-7.894652671661673615e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.548120640336383858e+00,-7.969661006525533331e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.480429929840107128e+00,-8.043267851989428507e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.411212531943503379e+00,-8.115440920478024012e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.340498808794749586e+00,-8.186148553340949263e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.268319778903728157e+00,-8.255359734739821320e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.194707103535778359e+00,-8.323044105253325498e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.119693072823508828e+00,-8.389171975194338771e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.043310591602777393e+00,-8.453714337633289944e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.965593164978996388e+00,-8.516642881122026054e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.886574883630157906e+00,-8.577930002112587715e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.806290408852985863e+00,-8.637548817065503926e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.724774957358792271e+00,-8.695473174242209780e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.642064285825704850e+00,-8.751677665176492482e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.558194675214017000e+00,-8.806137635819895948e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.473202914851591494e+00,-8.858829197356183016e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.387126286296249233e+00,-8.909729236680156816e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.300002546982253815e+00,-8.958815426536201443e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.211869913658043973e+00,-9.006066235312101043e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.122767045622485860e+00,-9.051460936483866959e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.032733027767019252e+00,-9.094979617707426911e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.941807353431094896e+00,-9.136603189553120785e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.850029907078463154e+00,-9.176313393879295788e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.757440946801893222e+00,-9.214092811841195996e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.664081086663988351e+00,-9.249924871531746362e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.569991278881872621e+00,-9.283793855250788596e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.475212795863534154e+00,-9.315684906399637200e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.379787212103720240e+00,-9.345584035997944738e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.283756385947332657e+00,-9.373478128819796140e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.187162441228291510e+00,-9.399354949147349814e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.090047748791955318e+00,-9.423203146135477937e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.992454907909198436e+00,-9.445012258800433713e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.894426727590266424e+00,-9.464772720572312892e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.796006207806657207e+00,-9.482475863627652046e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.697236520629209267e+00,-9.498113922179529212e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.598160991290721533e+00,-9.511680037808456945e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.498823079181376139e+00,-9.523168255238253721e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.399266358785315356e+00,-9.532573552129031569e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.299534500566739581e+00,-9.539891739137326354e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.199671251813891892e+00,-9.545119845580350315e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.099720417449353338e+00,-9.548254678485220026e+00,4.000000000000000000e+00,4.000000000000000000e+00
9.997258408150546671e-01,-9.549298243149284104e+00,4.000000000000000000e+00,4.000000000000000000e+00
8.997313844404298822e-01,-9.550349087608966059e+00,4.000000000000000000e+00,4.000000000000000000e+00
7.997809108021682878e-01,-9.553496525049363086e+00,4.000000000000000000e+00,4.000000000000000000e+00
6.999182630839607677e-01,-9.558735797947980117e+00,4.000000000000000000e+00,4.000000000000000000e+00
6.001872459447489261e-01,-9.566065518918675181e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.006316063038408481e-01,-9.575482227131928425e+00,4.000000000000000000e+00,4.000000000000000000e+00
4.012950141513556002e-01,-9.586981858209279395e+00,4.000000000000000000e+00,4.000000000000000000e+00
3.022210433924486517e-01,-9.600559349980944290e+00,4.000000000000000000e+00,4.000000000000000000e+00
2.034531527336216339e-01,-9.616208751510894714e+00,4.000000000000000000e+00,4.000000000000000000e+00
1.050346666196383116e-01,-9.633923196904161657e+00,4.000000000000000000e+00,4.000000000000000000e+00
7.008756229273752428e-03,-9.653694916085878930e+00,4.000000000000000000e+00,4.000000000000000000e+00
-9.058157946168619856e-02,-9.675515236115058926e+00,4.000000000000000000e+00,4.000000000000000000e+00
-1.876935325418866429e-01,-9.699374585553780292e+00,4.000000000000000000e+00,4.000000000000000000e+00
-2.842845049420787973e-01,-9.725262498513412623e+00,4.000000000000000000e+00,4.000000000000000000e+00
-3.803121271207018927e-01,-9.753167619286491785e+00,4.000000000000000000e+00,4.000000000000000000e+00
-4.757342766492552166e-01,-9.783077707316861549e+00,4.000000000000000000e+00,4.000000000000000000e+00
-5.705090966892695237e-01,-9.814979642571938001e+00,4.000000000000000000e+00,4.000000000000000000e+00
-6.645950143527507015e-01,-9.848859431297016798e+00,4.000000000000000000e+00,4.000000000000000000e+00
-7.579507589381132560e-01,-9.884702212153817058e+00,4.000000000000000000e+00,4.000000000000000000e+00
-8.505353800335153647e-01,-9.922492262739346813e+00,4.000000000000000000e+00,4.000000000000000000e+00
-9.423082654797233504e-01,-9.962213006482535604e+00,4.000000000000000000e+00,4.000000000000000000e+00
-1.033229159184618329e+00,-1.000384701991553449e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.123258178781461503e+00,-1.004737604031648424e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.212355833123288873e+00,-1.009278097372047256e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.300483039605639712e+00,-1.014004190329504773e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.387601141310122799e+00,-1.018913809807674653e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.473671923961237695e+00,-1.024004802206471609e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.558657632689017136e+00,-1.029274934366742400e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.642520988590189024e+00,-1.034721894549843491e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.725225205080512358e+00,-1.040343293451680751e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.806734004031184782e+00,-1.046136665250774911e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.887011631682221857e+00,-1.052099468689894302e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.966022874325794145e+00,-1.058229088190772416e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.043733073752693308e+00,-1.064522835001430323e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.120108142455137124e+00,-1.070977948375595723e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.195114578579199449e+00,-1.077591596783699579e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.268719480620392748e+00,-1.084360879154927915e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.340890561855865304e+00,-1.091282826149768681e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.411596164506944362e+00,-1.098354401462513508e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.480805273625803942e+00,-1.105572503153130981e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.548487530700127124e+00,-1.112933965007925785e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.614613246969858640e+00,-1.120435557928399817e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.679153416450127612e+00,-1.128073991347690352e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.742079728654716497e+00,-1.135845914673975265e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.803364581014426982e+00,-1.143747918760208115e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.862981090984911159e+00,-1.151776537399534384e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.920903107838687784e+00,-1.159928248845744037e+01,4.000000000000000000e+00,4.000000000000000000e+00
-2.977105224136122885e+00,-1.168199477358078120e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.031562786870389381e+00,-1.176586594769726624e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.084251908281483878e+00,-1.185085922079321463e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.135149476334565755e+00,-1.193693731064723629e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.184233164858036425e+00,-1.202406245918407635e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.231481443336891246e+00,-1.211219644903713899e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.276873586357054613e+00,-1.220130062031251583e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.320389682696581080e+00,-1.229133588754710971e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.362010644059669762e+00,-1.238226275685341982e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.401718213449752781e+00,-1.247404134324353109e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.439494973177888326e+00,-1.256663138812459835e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.475324352503030845e+00,-1.265999227695824914e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.509190634900764660e+00,-1.275408305707613366e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.541078964957329323e+00,-1.284886245564374008e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.570975354886004816e+00,-1.294428889776472325e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.598866690662559265e+00,-1.304032052471766256e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.624740737778766153e+00,-1.313691521231736203e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.648586146605088842e+00,-1.323403058939260823e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.670392457384063167e+00,-1.333162405637220083e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.690150104762668803e+00,-1.342965280397126904e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.707850422197366935e+00,-1.352807383196947022e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.723485644971265884e+00,-1.362684396807303600e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.737048916541135135e+00,-1.372591988685225495e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.748534280518254214e+00,-1.382525812874610693e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.757936724622865210e+00,-1.392481511912579784e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.765252027887237674e+00,-1.402454718740869843e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.770477343594627051e+00,-1.412441058621441492e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.773609022041407357e+00,-1.422436151055455689e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.774650779227304742e+00,-1.432435611704771006e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.775703456084760212e+00,-1.442435054315135545e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.778854041319211099e+00,-1.452430092640208237e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.784096106714103236e+00,-1.462416342365583866e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.791428710920978773e+00,-1.472389423031969002e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.800848272009577311e+00,-1.482344959956665242e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.812350756457941969e+00,-1.492278586152521846e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.825931092241920517e+00,-1.502185944243507087e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.841583329482908482e+00,-1.512062688376070341e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.859300600424494743e+00,-1.521904486125446532e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.879075133917841089e+00,-1.531707020396068408e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.900898255743140641e+00,-1.541465991315258854e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.924760393245346979e+00,-1.551177118119363740e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.950651079309654090e+00,-1.560836141031506408e+01,4.000000000000000000e+00,4.000000000000000000e+00
-3.978558957013042185e+00,-1.570438823130136008e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.008471784589795028e+00,-1.579980952207545997e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.040376440805697023e+00,-1.589458342617558628e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.074258930712471916e+00,-1.598866837111552819e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.110104391786976841e+00,-1.608202308662037083e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.147897100450542496e+00,-1.617460662272968364e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.187620478966141313e+00,-1.626637836776016854e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.229257102710173299e+00,-1.635729806611994519e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.272788707815780462e+00,-1.644732583596660547e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.318196199184256123e+00,-1.653642218670138675e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.365459658861113645e+00,-1.662454803629166378e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.414558354773061133e+00,-1.671166472841423456e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.465470749822117114e+00,-1.679773404941192183e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.518174511332836651e+00,-1.688271824505590857e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.572646520848508089e+00,-1.696658003710663110e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.628862884272064271e+00,-1.704928263966582946e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.686798942347185637e+00,-1.713078977531264968e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.746429281475072592e+00,-1.721106569101671724e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.807727744862098085e+00,-1.729007517382114401e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.870667443993446533e+00,-1.736778356628868281e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.935220770427756420e+00,-1.744415678170416228e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.001359407907520094e+00,-1.751916131902660112e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.069054344780004051e+00,-1.759276427758442551e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.138275886723155494e+00,-1.766493337150728138e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.208993669771018631e+00,-1.773563694388823464e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.281176673632844931e+00,-1.780484398067003582e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.354793235300112642e+00,-1.787252412424939507e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.429811062935493204e+00,-1.793864768679333466e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.506197250037609514e+00,-1.800318566326172132e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.583918289875467345e+00,-1.806610974413030135e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.662940090186144637e+00,-1.812739232780864285e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.743227988129324224e+00,-1.818700653274755652e+01,4.000000000000000000e+00,4.000000000000000000e+00
