# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2;w_tr_right_m;w_tr_left_m
7.4;5.64852355632076;-3.68446708494943;-1.34041286553164;-0.20943951023932;4;0;2;2
7.5;5.670335470852;-3.7820592996549;-1.36135681655557;-0.20943951023932;4;0;2;2
7.6;5.6900987470074;-3.88008691261289;-1.38230076757952;-0.20943951023932;4;0;2;2
7.7;5.707804715644;-3.97850692410078;-1.40324471860344;-0.20943951023932;4;0;2;2
7.8;5.72344561005487;-4.0772761622707;-1.42418866962736;-0.20943951023932;4;0;2;2
7.9;5.73701456937601;-4.17635130208679;-1.44513262065131;-0.20943951023932;4;0;2;2
8;5.74850564159583;-4.27568888432974;-1.46607657167524;-0.20943951023932;4;0;2;2
8.1;5.75791378616605;-4.37524533466011;-1.48702052269916;-0.20943951023932;4;0;2;2
8.2;5.76523487621266;-4.47497698273216;-1.50796447372311;-0.20943951023932;4;0;2;2
8.3;5.77046570034621;-4.57484008134982;-1.52890842474703;-0.20943951023932;4;0;2;2
8.4;5.7736039640705;-4.67479082565637;-1.54985237577096;-0.20943951023932;4;0;2;2
8.5;5.77464829078902;-4.77478537234939;-1.5707963267949;-0.20943951023932;4;0;2;2
8.6;5.77359822240881;-4.87477985891257;-1.59174027781883;-0.20943951023932;4;0;2;2
8.7;5.77045421954139;-4.97473042285598;-1.61268422884276;-0.20943951023932;4;0;2;2
8.8;5.76521766130076;-5.07459322095632;-1.63362817986669;-0.20943951023932;4;0;2;2
8.9;5.75789084469838;-5.17432444848869;-1.65457213089063;-0.20943951023932;4;0;2;2
9;5.74847698363565;-5.27388035844148;-1.67551608191456;-0.20943951023932;4;0;2;2
9.1;5.73698020749409;-5.373217280706;-1.69646003293848;-0.20943951023932;4;0;2;2
9.2;5.72340555932403;-5.47229164123231;-1.71740398396243;-0.20943951023932;4;0;2;2
9.3;5.70775899363245;-5.57105998114291;-1.73834793498635;-0.20943951023932;4;0;2;2
9.4;5.69004737377107;-5.66947897579598;-1.75929188601028;-0.20943951023932;4;0;2;2
9.5;5.6702784689257;-5.76750545378969;-1.78023583703422;-0.20943951023932;4;0;2;2
9.6;5.64846095070834;-5.86509641589927;-1.80117978805816;-0.20943951023932;4;0;2;2
9.7;5.62460438935338;-5.96220905393858;-1.82212373908208;-0.20943951023932;4;0;2;2
9.8;5.59871924951961;-6.05880076953791;-1.84306769010601;-0.20943951023932;4;0;2;2
9.9;5.57081688569988;-6.15482919282971;-1.86401164112995;-0.20943951023932;4;0;2;2
10;5.54090953724054;-6.25025220103406;-1.88495559215387;-0.20943951023932;4;0;2;2
10.1;5.50901032297258;-6.34502793693584;-1.90589954317781;-0.20943951023932;4;0;2;2
10.2;5.47513323545713;-6.43911482724531;-1.92684349420174;-0.20943951023932;4;0;2;2
10.3;5.43929313484758;-6.53247160083424;-1.94778744522567;-0.20943951023932;4;0;2;2
10.4;5.40150574237124;-6.62505730683941;-1.9687313962496;-0.20943951023932;4;0;2;2
10.5;5.3617876334332;-6.7168313326257;-1.98967534727354;-0.20943951023932;4;0;2;2
10.6;5.32015623034555;-6.80775342160077;-2.01061929829747;-0.20943951023932;4;0;2;2
10.7;5.27662979468513;-6.89778369087359;-2.0315632493214;-0.20943951023932;4;0;2;2
10.8;5.23122741928307;-6.98688264874901;-2.05250720034533;-0.20943951023932;4;0;2;2
10.9;5.18396901984973;-7.07501121205079;-2.07345115136926;-0.20943951023932;4;0;2;2
11;5.13487532623874;-7.16213072326537;-2.09439510239319;-0.20943951023932;4;0;2;2
11.1;5.08396787335383;-7.24820296749897;-2.11533905341713;-0.20943951023932;4;0;2;2
11.2;5.03126899170257;-7.33319018924049;-2.13628300444106;-0.20943951023932;4;0;2;2
11.3;4.97680179760112;-7.41705510892299;-2.15722695546499;-0.20943951023932;4;0;2;2
11.4;4.92059018303427;-7.49976093927626;-2.17817090648892;-0.20943951023932;4;0;2;2
11.5;4.86265880517526;-7.5812714014636;-2.19911485751285;-0.20943951023932;4;0;2;2
11.6;4.80303307556992;-7.66155074099543;-2.22005880853678;-0.20943951023932;4;0;2;2
11.7;4.74173914898991;-7.74056374341302;-2.24100275956072;-0.20943951023932;4;0;2;2
11.8;4.67880391195997;-7.81827574973522;-2.26194671058466;-0.20943951023932;4;0;2;2
11.9;4.61425497096419;-7.89465267166167;-2.28289066160858;-0.20943951023932;4;0;2;2
12;4.54812064033638;-7.96966100652553;-2.30383461263251;-0.20943951023932;4;0;2;2
12.1;4.48042992984011;-8.04326785198943;-2.32477856365644;-0.20943951023932;4;0;2;2
12.2;4.4112125319435;-8.11544092047802;-2.34572251468039;-0.20943951023932;4;0;2;2
12.3;4.34049880879475;-8.18614855334095;-2.36666646570432;-0.20943951023932;4;0;2;2
12.4;4.26831977890373;-8.25535973473982;-2.38761041672823;-0.20943951023932;4;0;2;2
12.5;4.19470710353578;-8.32304410525333;-2.40855436775218;-0.20943951023932;4;0;2;2
12.6;4.11969307282351;-8.38917197519434;-2.42949831877611;-0.20943951023932;4;0;2;2
12.7;4.04331059160278;-8.45371433763329;-2.45044226980003;-0.20943951023932;4;0;2;2
12.8;3.965593164979;-8.51664288112203;-2.47138622082397;-0.20943951023932;4;0;2;2
12.9;3.88657488363016;-8.57793000211259;-2.4923301718479;-0.20943951023932;4;0;2;2
13;3.80629040885299;-8.6375488170655;-2.51327412287184;-0.20943951023932;4;0;2;2
13.1;3.72477495735879;-8.69547317424221;-2.53421807389577;-0.20943951023932;4;0;2;2
13.2;3.6420642858257;-8.75167766517649;-2.55516202491969;-0.20943951023932;4;0;2;2
13.3;3.55819467521402;-8.8061376358199;-2.57610597594362;-0.20943951023932;4;0;2;2
13.4;3.47320291485159;-8.85882919735618;-2.59704992696757;-0.20943951023932;4;0;2;2
13.5;3.38712628629625;-8.90972923668016;-2.6179938779915;-0.20943951023932;4;0;2;2
13.6;3.30000254698225;-8.9588154265362;-2.63893782901542;-0.20943951023932;4;0;2;2
13.7;3.21186991365804;-9.0060662353121;-2.65988178003937;-0.209439510239319;4;0;2;2
13.8;3.12276704562249;-9.05146093648387;-2.68082573106329;-0.20943951023932;4;0;2;2
13.9;3.03273302776702;-9.09497961770743;-2.70176968208722;-0.209439510239317;4;0;2;2
14;2.94180735343109;-9.13660318955312;-2.72271363311114;-0.209439510239328;4;0;2;2
14.1;2.85002990707846;-9.1763133938793;-2.74365758413517;-0.209439510239287;4;0;2;2
14.2;2.75744094680189;-9.2140928118412;-2.76460153515873;-0.209439510239441;4;0;2;2
14.3;2.66408108666399;-9.24992487153175;-2.78554548618402;-0.209439510238862;4;0;2;2
14.4;2.56999127888187;-9.28379385525079;-2.80648943720286;-0.209439510241041;4;0;2;2
14.5;2.47521279586353;-9.31568490639964;-2.82743338824596;-0.209439510232848;4;0;2;2
14.6;2.37978721210372;-9.34558403599795;-2.84837733919782;-0.20943951026365;4;0;2;2
14.7;2.28375638594733;-9.3734781288198;-2.86932129049242;-0.209439510147846;4;0;2;2
14.8;2.18716244122829;-9.39935494914735;-2.89026524050047;-0.209439510583205;4;0;2;2
14.9;2.09004774879196;-9.42320314613548;-2.91120919533559;-0.209439508946581;4;0;2;2
15;1.9924549079092;-9.44501225880043;-2.93215313206778;-0.209439515098745;4;0;2;2
15.1;1.89442672759027;-9.46477272057231;-2.9530971366602;-0.209439491973586;4;0;2;2
15.2;1.79600620780666;-9.48247586362765;-2.97404088698978;-0.209439578893578;4;0;2;2
15.3;1.69723652062921;-9.49811392217953;-2.99498558957555;-0.2094392522057;4;0;2;2
15.4;1.59816099129072;-9.51168003780846;-3.01592672740853;-0.209440479998434;4;0;2;2
15.5;1.49882307918138;-9.52316825523825;-3.03688120387592;-0.209435865801877;4;0;2;2
15.6;1.39926635878532;-9.53257355212903;-3.05778579197686;-0.209453205694528;4;0;2;2
15.7;1.29953450056674;-9.53989173913733;-3.07887688831404;-0.209388046413548;4;0;2;2
15.8;1.19967125181389;-9.54511984558035;-3.09927104124593;-0.209632888462204;4;0;2;2
15.9;1.09972041744935;-9.54825467848522;-3.12226848026613;-0.20871290539432;4;0;2;2
