# x_m, y_m, w_tr_right_m, w_tr_left_m
-7.292586457948556422e+00;4.708921838026768059e-02;8.355442600423335087e-01;8.341000985951753099e-01
-7.247016915790125857e+00;3.569433030185362871e-02;8.591462427472619234e-01;8.577020813001037247e-01
-7.201506979977112088e+00;2.327251089928983677e-02;8.091462427472618790e-01;8.577020813001037247e-01
-7.156054777572363079e+00;9.871907538157882051e-03;8.562549381609881882e-01;7.841000985951752655e-01
-7.110658461802170649e+00;-4.460293663421577813e-03;8.529204679174070547e-01;8.014763064702488116e-01
-7.065316212056289125e+00;-1.967786783478870857e-02;8.355442600423335087e-01;7.841000985951752655e-01
-7.020026233887920242e+00;-3.573555135274445599e-02;8.352084566224525775e-01;8.130536170566396992e-01
-6.974786759013722914e+00;-5.258904184155064471e-02;8.677733949563248839e-01;7.663292335091665963e-01
-6.929596045313815011e+00;-7.019499817292987331e-02;8.144977785037978979e-01;7.630536170566396548e-01
-6.884452376831760034e+00;-8.851104046606565745e-02;7.911616209290770474e-01;7.897174594819188487e-01
-6.839354063774591097e+00;-1.074957500876022598e-01;7.644977785037978535e-01;7.630536170566396548e-01
-6.794299442512779841e+00;-1.271086696516447456e-01;7.911616209290770474e-01;7.897174594819188487e-01
-6.749286875580257750e+00;-1.473103030197590868e-01;8.188115210812246803e-01;7.673673596340665481e-01
-6.704314751674421480e+00;-1.680621153009720370e-01;7.644977785037978535e-01;7.630536170566396548e-01
-6.659381485656105326e+00;-1.893265328517712009e-01;7.911616209290770474e-01;7.397174594819188043e-01
-6.614485518549611420e+00;-2.110669432761049513e-01;8.144977785037978979e-01;7.630536170566396548e-01
-6.569625317542692855e+00;-2.332476954253826507e-01;8.118722990477317270e-01;7.397174594819188043e-01
-6.524799375986550132e+00;-2.558340993984742906e-01;8.144977785037978979e-01;7.630536170566396548e-01
-6.480006213395854253e+00;-2.787924265417106584e-01;7.911616209290770474e-01;7.397174594819188043e-01
-6.435244375448714749e+00;-3.020899094488836978e-01;8.144977785037978979e-01;7.630536170566396548e-01
-6.390512433986705432e+00;-3.256947419612458705e-01;7.911616209290770474e-01;7.397174594819188043e-01
-6.345808987014852853e+00;-3.495760791675105450e-01;7.895221991998794264e-01;7.673673596340665481e-01
-6.301132658701633638e+00;-3.737040374038518298e-01;8.144977785037978979e-01;7.630536170566396548e-01
-6.256482099378986028e+00;-3.980496942539049621e-01;7.911616209290770474e-01;7.897174594819188487e-01
-6.211855985542301006e+00;-4.225850885487656972e-01;8.144977785037978979e-01;7.630536170566396548e-01
-6.167253019850423179e+00;-4.472832203669907525e-01;7.911616209290770474e-01;7.897174594819188487e-01
-6.122671931125649891e+00;-4.721180510345977521e-01;8.144977785037978979e-01;8.130536170566396992e-01
-6.078111474353735666e+00;-4.970645031250646717e-01;8.669345834019870356e-01;7.947797438361741129e-01
-6.033570430683886876e+00;-5.220984604593309486e-01;8.161373440410943925e-01;8.146931825939361937e-01
-5.989047607428775066e+00;-5.471967681057966493e-01;8.618722990477317714e-01;7.897174594819188487e-01
-5.944541838064512085e+00;-5.723372323803225248e-01;8.644977785037978313e-01;8.130536170566396992e-01
-5.900051982230671399e+00;-5.974986208462301773e-01;8.352084566224525775e-01;8.130536170566396992e-01
-5.855576925730280102e+00;-6.226606623143019492e-01;8.434898829595018910e-01;7.920457215123436479e-01
-5.811115580529825131e+00;-6.478040468427817000e-01;8.498398808490629230e-01;8.276850412832500448e-01
-5.766666884759240830e+00;-6.729104257373729192e-01;8.591462427472619234e-01;8.077020813001036803e-01
-5.722229802711919611e+00;-6.979624115512409466e-01;8.355442600423335087e-01;8.341000985951753099e-01
-5.677803324844707511e+00;-7.229435780850114179e-01;8.029204679174070103e-01;8.014763064702488116e-01
-5.633386467777904194e+00;-7.478384603867707092e-01;8.355442600423335087e-01;8.341000985951753099e-01
-5.588978274295270054e+00;-7.726325547520671577e-01;8.802684435571396238e-01;8.288242821099813806e-01
-5.544577813344011119e+00;-7.973123187239080645e-01;8.177733949563248395e-01;8.163292335091666407e-01
