# 2024-11-20 14:31:24
# d41d8cd98f00b204e9800998ecf8427e
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
2.099170146868202913e+00;-5.411413907602428353e+00;-8.705446224206943029e-01;-4.989674929701453099e-01;5.373044576172927161e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.993398817766130815e-01;8.393170765667643529e-01
2.149673078039098684e+00;-5.367035589517882066e+00;-8.946508651980137339e-01;-4.961633798614001334e-01;5.715805324636107770e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.291707585090559718e-01
2.200093159732928516e+00;-5.322660741152588137e+00;-9.185894840088315583e-01;-4.931985033915765593e-01;6.028842351397986632e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.975426673898972307e-01;8.375198621800485910e-01
2.250427825277938609e+00;-5.278288588434484119e+00;-9.423527038809214051e-01;-4.900886474120624281e-01;6.311662544883875348e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.240307230102048797e-01;8.343899604380361490e-01
2.300675004212643593e+00;-5.233918383454966516e+00;-9.659337110895169776e-01;-4.868497747484937799e-01;6.563707249770116270e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.635539880950018565e-01;8.621098266478436356e-01
2.350833114572334015e+00;-5.189549404468881910e+00;-9.893266531573128297e-01;-4.834980471619730880e-01;6.784361132073531142e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.604281376005735726e-01
2.400901054067011930e+00;-5.145180955894533170e+00;-1.012526638854465810e+00;-4.800498421354446599e-01;6.972961225445142852e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.688115210812247469e-01;8.291707585090559718e-01
2.450878190273037216e+00;-5.100812368313679457e+00;-1.035529738198591287e+00;-4.765217664589344593e-01;7.128806144364820130e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.673673596340665259e-01
2.500764349964839095e+00;-5.056442998471533556e+00;-1.058332982454767146e+00;-4.729306665969676970e-01;7.251165443145479728e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.475426673898972751e-01;8.079019048177285001e-01
2.550559807717683647e+00;-5.012072229276761881e+00;-1.080934364135532011e+00;-4.692936358322132850e-01;7.339289092941450598e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.673673596340665259e-01
2.600265273917593767e+00;-4.967699469801488021e+00;-1.103332837000884137e+00;-4.656280181914496663e-01;7.392417043039938018e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.475426673898972751e-01;8.375198621800485910e-01
2.649881882319966131e+00;-4.923324155281285641e+00;-1.125528316058283851e+00;-4.619514091725493987e-01;7.409788828199549704e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.291707585090559718e-01
2.699411177304028797e+00;-4.878945747115190912e+00;-1.147521677562651332e+00;-4.582816533040805496e-01;7.390653179996510558e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.397174594819187821e-01
2.748855100976120625e+00;-4.834563732865685637e+00;-1.169314759016368166e+00;-4.546368385823287839e-01;7.334277598427081657e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.291707585090559718e-01
2.798215980280382098e+00;-4.790177626258713239e+00;-1.190910359169277566e+00;-4.510352878425845091e-01;7.239957839965675823e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.897174594819188265e-01
2.847496514281154578e+00;-4.745786967183669880e+00;-1.212312238018681709e+00;-4.474955471329279955e-01;7.107027279489350202e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;9.254812426424855465e-01
2.896699761786626137e+00;-4.701391321693404457e+00;-1.233525116809345290e+00;-4.440363711684895964e-01;6.934866107514364719e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;9.087887158713761071e-01
2.945829129488240383e+00;-4.656990282004223047e+00;-1.254554678033492188e+00;-4.406767059513109208e-01;6.722910329580264466e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.475426673898972751e-01;8.763760697159385105e-01
2.994888360794863313e+00;-4.612583466495885354e+00;-1.275407565430809020e+00;-4.374356686459263677e-01;6.470660541757264350e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.754812426424855021e-01
3.043881525544533506e+00;-4.568170519711605593e+00;-1.296091383988441814e+00;-4.343325248023210405e-01;6.177690465485799476e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.811388157192283632e-01
3.092813010779802863e+00;-4.523751112358051607e+00;-1.316614699940997335e+00;-4.313866630160183568e-01;5.843655235722187979e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.754812426424855021e-01
3.141687512775005242e+00;-4.479324941305351082e+00;-1.336987040770544644e+00;-4.286175671088860439e-01;5.468299447557607718e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.811388157192283632e-01
3.190510030505280259e+00;-4.434891729587079112e+00;-1.357218895206612208e+00;-4.260447859047898911e-01;5.051464978980581971e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.754812426424855021e-01
3.239285860747571633e+00;-4.390451226400272411e+00;-1.377321713226189903e+00;-4.236879006596139807e-01;4.593098620501193108e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.811388157192283632e-01
3.288020595003289248e+00;-4.346003207105416877e+00;-1.397307906053728566e+00;-4.215664901868932390e-01;4.093259553882215573e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.748570159316291228e-01
3.336720118430443804e+00;-4.301547473226454699e+00;-1.417190846161138884e+00;-4.197000936983077413e-01;3.552126734233782002e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.688115210812247469e-01;8.754812426424855021e-01
3.385390610970103076e+00;-4.257083852450787909e+00;-1.436984867267794286e+00;-4.181081713518034482e-01;2.970006238920537556e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.811388157192283632e-01
3.434038550847631210e+00;-4.212612198629265059e+00;-1.456705264340526496e+00;-4.168100624719794367e-01;2.347338653888942847e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.754812426424855021e-01
3.482670720623358918e+00;-4.168132391776190993e+00;-1.476368293593630199e+00;-4.158249413757888480e-01;1.684706573028870585e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.811388157192283632e-01
3.531294215960091964e+00;-4.123644338069331283e+00;-1.495991172488859933e+00;-4.151717707041336358e-01;9.828422853647114654e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.337642951752943787e-01
3.579916457265976071e+00;-4.079147969849903355e+00;-1.515592079735432085e+00;-4.148692521280209489e-01;2.426357204603463592e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.911616209290770474e-01;8.397174594819187821e-01
3.628545204360611010e+00;-4.034643245622574703e+00;-1.535190155290021563e+00;-4.149357742666762161e-01;-5.348572867811716806e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.630536170566396326e-01
3.677188574299929513e+00;-3.990130150055473113e+00;-1.554805500356766013e+00;-4.153893576266415311e-01;-1.348406367375383497e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.911616209290770474e-01;8.515208583569082723e-01
3.725855062481052471e+00;-3.945608693980180437e+00;-1.574459177387264708e+00;-4.162475963478098340e-01;-2.196597604775504808e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.630536170566396326e-01
3.774553567131902820e+00;-3.901078914391729935e+00;-1.594173210080575442e+00;-4.175275965262754685e-01;-3.077791090365892060e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.837642951752944231e-01
3.823293417271792727e+00;-3.856540874448612044e+00;-1.613970583383217861e+00;-4.192458787194161540e-01;-3.985617271544903556e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.911616209290770474e-01;8.397174594819187821e-01
3.872084402986810225e+00;-3.811994663309012932e+00;-1.633875240128544570e+00;-4.214139342371527874e-01;-4.892316474333736898e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
3.920936642938535499e+00;-3.767440373807345644e+00;-1.653911622918423641e+00;-4.240218561918507323e-01;-5.751408131794615713e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.911616209290770474e-01;7.897174594819188487e-01
3.969859984756655802e+00;-3.722878018669236511e+00;-1.674102954702079149e+00;-4.270362675564747801e-01;-6.531568989208383358e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
