# x_r, y_r, x_l, y_l
1.079204301749576800e+01,4.030427223551880545e+00,1.140579524251031884e+01,-3.945994794263480543e+00
1.086388544209538765e+01,4.036207527788453930e+00,1.153330818875391373e+01,-3.935735346207582808e+00
1.093568576213732157e+01,4.042489241829656521e+00,1.166074640371956406e+01,-3.924585947098105265e+00
1.100744047817526550e+01,4.049272059513608468e+00,1.178810367624846123e+01,-3.912547140341040119e+00
1.107914609298558517e+01,4.056555650255345924e+00,1.191537379912681338e+01,-3.899619512690840395e+00
1.115079911173778626e+01,4.064339659062929044e+00,1.204255056938839274e+01,-3.885803694221841909e+00
1.122239604216481546e+01,4.072623706554754364e+00,1.216962778861682537e+01,-3.871100358297542954e+00
1.129393339473328872e+01,4.081407388978030681e+00,1.229659926324772279e+01,-3.855510221537791438e+00
1.136540768281357394e+01,4.090690278228469978e+00,1.242345880487055432e+01,-3.839034043783861705e+00
1.143681542284970298e+01,4.100471921871145398e+00,1.255020023053022626e+01,-3.821672628061417498e+00
1.150815313452916655e+01,4.110751843162548269e+00,1.267681736302846218e+01,-3.803426820541357500e+00
1.157941734095253672e+01,4.121529541073815750e+00,1.280330403122484206e+01,-3.784297510498607409e+00
1.165060456880293671e+01,4.132804490315157508e+00,1.292965407033761593e+01,-3.764285630268744853e+00
1.172171134851530816e+01,4.144576141361453026e+00,1.305586132224412665e+01,-3.743392155202585059e+00
1.179273421444552561e+01,4.156843920479037280e+00,1.318191963578096981e+01,-3.721618103618627771e+00
1.186366970503930318e+01,4.169607229753662381e+00,1.330782286704378237e+01,-3.698964536753425847e+00
1.193451436300090052e+01,4.182865447119645808e+00,1.343356487968669910e+01,-3.675432558709861297e+00
1.200526473546164041e+01,4.196617926390173281e+00,1.355913954522141651e+01,-3.651023316403360752e+00
1.207591737414817956e+01,4.210863997288807781e+00,1.368454074331589609e+01,-3.625737999505943776e+00
1.214646883555058388e+01,4.225602965482151419e+00,1.380976236209265906e+01,-3.599577840388292316e+00
1.221691568109016046e+01,4.240834112613688589e+00,1.393479829842666717e+01,-3.572544114059652998e+00
1.228725447728704268e+01,4.256556696338797963e+00,1.405964245824278258e+01,-3.544638138105707270e+00
1.235748179592753715e+01,4.272769950360927993e+00,1.418428875681278356e+01,-3.515861272624352551e+00
1.242759421423120791e+01,4.289473084468950148e+00,1.430873111905192907e+01,-3.486214920159419250e+00
1.249758831501769940e+01,4.306665284575673880e+00,1.443296347981504013e+01,-3.455700525632298792e+00
1.256746068687329299e+01,4.324345712757521554e+00,1.455697978419213356e+01,-3.424319576271528831e+00
1.263720792431715267e+01,4.342513507295365116e+00,1.468077398780348020e+01,-3.392073601540310790e+00
1.270682662796732565e+01,4.361167782716531605e+00,1.480434005709424383e+01,-3.358964173061959713e+00
1.277631340470641597e+01,4.380307629837950856e+00,1.492767196962854115e+01,-3.324992904543314864e+00
1.284566486784695449e+01,4.399932115810480937e+00,1.505076371438294736e+01,-3.290161451696068440e+00
1.291487763729646865e+01,4.420040284164359790e+00,1.517360929203947961e+01,-3.254471512156101198e+00
1.298394833972221996e+01,4.440631154855829266e+00,1.529620271527799247e+01,-3.217924825400707789e+00
1.305287360871561653e+01,4.461703724314901365e+00,1.541853800906799066e+01,-3.180523172663846765e+00
1.312165008495628626e+01,4.483256965494270219e+00,1.554060921095984327e+01,-3.142268376849305156e+00
1.319027441637580722e+01,4.505289827919369827e+00,1.566241037137538683e+01,-3.103162302441859310e+00
1.325874325832107914e+01,4.527801237739565110e+00,1.578393555389790137e+01,-3.063206855416407137e+00
1.332705327371734327e+01,4.550790097780502919e+00,1.590517883556143275e+01,-3.022403983145068196e+00
1.339520113323081674e+01,4.574255287597576825e+00,1.602613430713948262e+01,-2.980755674302269398e+00
1.346318351543097336e+01,4.598195663530539434e+00,1.614679607343301271e+01,-2.938263958767834083e+00
1.353099710695240887e+01,4.622610058759242690e+00,1.626715825355775991e+01,-2.894930907528024733e+00
1.359863860265634550e+01,4.647497283360507936e+00,1.638721498123086917e+01,-2.850758632574624585e+00
1.366610470579171022e+01,4.672856124366116859e+00,1.650696040505680884e+01,-2.805749286801997755e+00
1.373339212815581867e+01,4.698685345821933979e+00,1.662638868881255760e+01,-2.759905063902163391e+00
1.380049759025463096e+01,4.724983688848150010e+00,1.674549401173205609e+01,-2.713228198257862545e+00
1.386741782146259538e+01,4.751749871700621242e+00,1.686427056878989461e+01,-2.665720964833678153e+00
1.393414956018205686e+01,4.778982589833359995e+00,1.698271257098425124e+01,-2.617385679065144188e+00
1.400068955400221071e+01,4.806680515962105105e+00,1.710081424561903418e+01,-2.568224696745900815e+00
1.406703455985763362e+01,4.834842300129011505e+00,1.721856983658524243e+01,-2.518240413912863573e+00
1.413318134418634031e+01,4.863466569768448267e+00,1.733597360464150228e+01,-2.467435266729467003e+00
1.419912668308737658e+01,4.892551929773897967e+00,1.745301982769377958e+01,-2.415811731366908077e+00
1.426486736247796827e+01,4.922096962565946754e+00,1.756970280107430327e+01,-2.363372323883471182e+00
1.433040017825013912e+01,4.952100228161375739e+00,1.768601683781955813e+01,-2.310119600101891990e+00
1.439572193642690934e+01,4.982560264243353743e+00,1.780195626894749239e+01,-2.256056155484802872e+00
1.446082945331793645e+01,5.013475586232688741e+00,1.791751544373379801e+01,-2.201184625008220763e+00
1.452571955567469786e+01,5.044844687360203750e+00,1.803268872998731709e+01,-2.145507683033130775e+00
1.459038908084515640e+01,5.076666038740167863e+00,1.814747051432457781e+01,-2.089028043175133575e+00
1.465483487692788422e+01,5.108938089444805541e+00,1.826185520244332849e+01,-2.031748458172199179e+00
1.471905380292570698e+01,5.141659266579896581e+00,1.837583721939526527e+01,-1.973671719750484499e+00
1.478304272889876714e+01,5.174827975361425914e+00,1.848941100985766184e+01,-1.914800658488292839e+00
1.484679853611708289e+01,5.208442599193324085e+00,1.860257103840421067e+01,-1.855138143678090046e+00
1.491031811721256517e+01,5.242501499746250460e+00,1.871531178977476984e+01,-1.794687083186680354e+00
1.497359837633043611e+01,5.277003017037436905e+00,1.882762776914415781e+01,-1.733450423313470878e+00
1.503663622928015187e+01,5.311945469511613283e+00,1.893951350239001385e+01,-1.671431148646863818e+00
1.509942860368568418e+01,5.347327154122936577e+00,1.905096353635953577e+01,-1.608632281918815465e+00
1.516197243913529036e+01,5.383146346418012484e+00,1.916197243913529036e+01,-1.545056883857496288e+00
1.522426468733067395e+01,5.419401300619950845e+00,1.927253480029998656e+01,-1.480708053038108929e+00
1.528630231223553082e+01,5.456090249713421159e+00,1.938264523120010097e+01,-1.415588925731894321e+00
1.534808229022355341e+01,5.493211405530812996e+00,1.949229836520859394e+01,-1.349702675753240655e+00
1.540960161022577068e+01,5.530762958839360977e+00,1.960148885798640350e+01,-1.283052514305019542e+00
1.547085727387731069e+01,5.568743079429330223e+00,1.971021138774295167e+01,-1.215641689822078320e+00
1.553184629566355213e+01,5.607149916203228557e+00,1.981846065549552449e+01,-1.147473487812892046e+00
1.559256570306561507e+01,5.645981597266013452e+00,1.992623138532753302e+01,-1.078551230699460461e+00
1.565301253670524417e+01,5.685236230016334602e+00,2.003351832464564808e+01,-1.008878277655357536e+00
1.571318385048904531e+01,5.724911901238773027e+00,2.014031624443580171e+01,-9.384580244420206441e-01
1.577307671175207204e+01,5.765006677197082041e+00,2.024661993951804817e+01,-8.672939032432509521e-01
1.583268820140076727e+01,5.805518603728454963e+00,2.035242422880027036e+01,-7.953893824979054727e-01
1.589201541405521922e+01,5.846445706338739612e+00,2.045772395553067469e+01,-7.227479667308926992e-01
1.595105545819078507e+01,5.887785990298697314e+00,2.056251398754913140e+01,-6.493731963823314857e-01
1.600980545627900753e+01,5.929537440741210474e+00,2.066678921753732823e+01,-5.752686476350099554e-01
1.606826254492785822e+01,5.971698022759483138e+00,2.077054456326764509e+01,-5.004379322400964725e-01
1.612642387502131669e+01,6.014265681506232752e+00,2.087377496785092745e+01,-4.248846973410795869e-01
1.618428661185819806e+01,6.057238342293825184e+00,2.097647539998288835e+01,-3.486126252960417560e-01
1.624184793529034110e+01,6.100613910695393827e+00,2.107864085418934152e+01,-2.716254334981762497e-01
1.629910503986005565e+01,6.144390272646935713e+00,2.118026635107019828e+01,-1.939268741945880947e-01
1.635605513493683816e+01,6.188565294550324225e+00,2.128134693754210360e+01,-1.155207343034518885e-01
1.641269544485340504e+01,6.233136823377314784e+00,2.138187768707988567e+01,-3.641083522940213868e-02
1.646902320904094807e+01,6.278102686774472474e+00,2.148185369995663407e+01,4.339896732268044843e-02
1.652503568216371477e+01,6.323460693169051794e+00,2.158127010348252384e+01,1.239047835356164029e-01
1.658073013425278575e+01,6.369208631875816984e+00,2.168012205224230371e+01,2.051026896695056223e-01
1.663610385083913812e+01,6.415344273204768299e+00,2.177840472833145213e+01,2.869887282529450800e-01
1.669115413308594498e+01,6.461865368569841728e+00,2.187611334159099385e+01,3.695589082759482835e-01
1.674587829792012172e+01,6.508769650598478229e+00,2.197324312984096650e+01,4.528092053844279263e-01
1.680027367816306594e+01,6.556054833242141555e+00,2.206978935911251227e+01,5.367355620763465396e-01
1.685433762266069380e+01,6.603718611887743783e+00,2.216574732387862667e+01,6.213338878994889569e-01
1.690806749641262385e+01,6.651758663469952815e+00,2.226111234728348620e+01,7.066000596507997500e-01
1.696146068070060409e+01,6.700172646584430680e+00,2.235587978137039045e+01,7.925299215773602413e-01
1.701451457321616800e+01,6.748958201601944040e+00,2.245004500730830443e+01,8.791192855789340399e-01
1.706722658818743454e+01,6.798112950783364639e+00,2.254360343561694435e+01,9.663639314120739954e-01
1.711959415650516547e+01,6.847634498395566816e+00,2.263655050639052391e+01,1.054259606895827872e+00
1.717161472584795234e+01,6.897520430828182114e+00,2.272888168951993038e+01,1.142802028118973467e+00
1.722328576080664675e+01,6.947768316711243841e+00,2.282059248491356840e+01,1.231986879648818700e+00
1.727460474300789173e+01,6.998375707033684279e+00,2.291167842271665123e+01,1.321809814741518707e+00
1.732556917123689999e+01,7.049340135262690765e+00,2.300213506352906734e+01,1.412266455553934819e+00
1.737617656155933688e+01,7.100659117463936632e+00,2.309195799862176557e+01,1.503352393357012318e+00
1.742642444744240038e+01,7.152330152422627485e+00,2.318114285015160903e+01,1.595063188750648564e+00
1.747631037987501657e+01,7.204350721765418797e+00,2.326968527137475462e+01,1.687394371880062138e+00
1.752583192748721785e+01,7.256718290083147949e+00,2.335758094685851205e+01,1.780341442653639916e+00
1.757498667666863668e+01,7.309430305054414490e+00,2.344482559269165023e+01,1.873899870962281611e+00
1.762377223168615004e+01,7.362484197569976629e+00,2.353141495669322225e+01,1.968065096900190269e+00
1.767218621480062879e+01,7.415877381857957751e+00,2.361734481861978452e+01,2.062832530987092738e+00
1.772022626638283782e+01,7.469607255609887808e+00,2.370261099037109531e+01,2.158197554391955819e+00
1.776789004502844094e+01,7.523671200107516555e+00,2.378720931619423595e+01,2.254155519158073773e+00
1.781517522767210693e+01,7.578066580350462544e+00,2.387113567288615457e+01,2.350701748429619542e+00
1.786207950970074165e+01,7.632790745184636627e+00,2.395438596999463243e+01,2.447831536679590414e+00
1.790860060506581419e+01,7.687841027431444374e+00,2.403695615001763741e+01,2.545540149939130359e+00
1.795473624639476640e+01,7.743214744017797635e+00,2.411884218860108220e+01,2.643822826028280559e+00
1.800048418510152715e+01,7.798909196106868613e+00,2.420004009473496609e+01,2.742674774788063985e+00
1.804584219149611002e+01,7.854921669229634418e+00,2.428054591094790382e+01,2.842091178313951971e+00
1.809080805489326949e+01,7.911249433417181010e+00,2.436035571349998818e+01,2.942067191190700370e+00
1.813537958372025827e+01,7.967889743333741670e+00,2.443946561257403260e+01,3.042597940728475336e+00
1.817955460562364678e+01,8.024839838410525061e+00,2.451787175246517592e+01,3.143678527200385986e+00
1.822333096757518689e+01,8.082096942980239618e+00,2.459557031176876052e+01,3.245304024081242744e+00
1.826670653597675908e+01,8.139658266412386212e+00,2.467255750356662958e+01,3.347469478287701250e+00
1.830967919676434974e+01,8.197521003249267579e+00,2.474882957561166208e+01,3.450169910419656816e+00
1.835224685551109758e+01,8.255682333342722501e+00,2.482438281051067719e+01,3.553400315002935628e+00
1.839440743752937379e+01,8.314139421991576739e+00,2.489921352590559422e+01,3.657155660733263147e+00
1.843615888797188518e+01,8.372889420079797418e+00,2.497331807465291575e+01,3.761430890721452869e+00
1.847749917193184288e+01,8.431929464215361492e+00,2.504669284500147697e+01,3.866220922739909582e+00
1.851842627454212931e+01,8.491256676869816999e+00,2.511933426076848974e+01,3.971520649470313913e+00
1.855893820107349867e+01,8.550868166518508673e+00,2.519123878151383167e+01,4.077324938752534322e+00
1.859903297703181124e+01,8.610761027781538957e+00,2.526240290271260847e+01,4.183628633834786115e+00
1.863870864825424789e+01,8.670932341565340096e+00,2.533282315592594358e+01,4.290426553624941519e+00
1.867796328100456549e+01,8.731379175204965648e+00,2.540249610897004118e+01,4.397713492943047697e+00
1.871679496206735394e+01,8.792098582607028590e+00,2.547141836608347631e+01,4.505484222775056224e+00
1.875520179884125227e+01,8.853087604393270027e+00,2.553958656809265904e+01,4.613733490527630821e+00
1.879318191943121974e+01,8.914343268044813584e+00,2.560699739257560026e+01,4.722456020284182543e+00
1.883073347273976594e+01,8.975862588047029078e+00,2.567364755402382315e+01,4.831646513061988557e+00
1.886785462855716133e+01,9.037642566035049896e+00,2.573953380400247681e+01,4.941299647070479750e+00
1.890454357765063520e+01,9.099680190939910318e+00,2.580465293130869497e+01,5.051410077970601264e+00
1.894079853185256468e+01,9.161972439135290358e+00,2.586900176212807523e+01,5.161972439135290358e+00
1.897661772414764414e+01,9.224516274584900088e+00,2.593257716018939973e+01,5.272981341911053832e+00
1.901199940875896743e+01,9.287308648990432403e+00,2.599537602691744809e+01,5.384431375880572190e+00
1.904694186123314381e+01,9.350346501940144606e+00,2.605739530158405159e+01,5.496317109126422906e+00
1.908144337852433381e+01,9.413626761058019099e+00,2.611863196145726462e+01,5.608633088495817987e+00
1.911550227907725485e+01,9.477146342153497827e+00,2.617908302194867431e+01,5.721373839866371824e+00
1.914911690290915658e+01,9.540902149371817131e+00,2.623874553675887356e+01,5.834533868412924207e+00
1.918228561169068769e+01,9.604891075344877294e+00,2.629761659802106877e+01,5.948107658875326109e+00
1.921500678882577517e+01,9.669110001342698268e+00,2.635569333644277989e+01,6.062089675827253998e+00
1.924727883953041641e+01,9.733555797425429645e+00,2.641297292144571784e+01,6.176474363946011792e+00
1.927910019091037697e+01,9.798225322595882858e+00,2.646945256130371149e+01,6.291256148283265404e+00
1.931046929203789375e+01,9.863115424952646038e+00,2.652512950327880148e+01,6.406429434536788925e+00
1.934138461402722697e+01,9.928222941843673155e+00,2.658000103375538714e+01,6.521988609323091879e+00
1.937184465010920320e+01,9.993544700020441596e+00,2.663406447837247271e+01,6.637928040451025247e+00
1.940184791570463574e+01,1.005907751579261600e+01,2.668731720215405545e+01,6.754242077196285443e+00
1.943139294849668275e+01,1.012481819518320236e+01,2.673975660963748879e+01,6.870925050576800253e+00
1.946047830850213245e+01,1.019076353408424396e+01,2.679138014500005127e+01,6.987971273629085545e+00
1.948910257814156921e+01,1.025691031841294887e+01,2.684218529218344784e+01,7.105375041685340953e+00
1.951726436230847739e+01,1.032325532426837356e+01,2.689216957501648153e+01,7.223130632651550087e+00
1.954496228843721894e+01,1.038979531808852741e+01,2.694133055733572490e+01,7.341232307286335690e+00
1.957219500656995947e+01,1.045652705680798533e+01,2.698966584310425887e+01,7.459674309480687882e+00
1.959896118942243248e+01,1.052344728801594975e+01,2.703717307652844326e+01,7.578450866538526398e+00
1.962525953244864496e+01,1.059055275011476382e+01,2.708384994217274411e+01,7.697556189458027553e+00
1.965108875390446741e+01,1.065784017247887228e+01,2.712969416507258202e+01,7.816984473213777207e+00
1.967644759491007278e+01,1.072530627561423699e+01,2.717470351084520530e+01,7.936729897039716874e+00
1.970133481951133803e+01,1.079294777131817185e+01,2.721887578579860545e+01,8.056786624712822587e+00
1.972574921474004128e+01,1.086076136283960913e+01,2.726220883703841480e+01,8.177148804837568008e+00
1.974968959067300744e+01,1.092874374503976576e+01,2.730470055257285367e+01,8.297810571131101653e+00
1.977315478049007780e+01,1.099689160455323744e+01,2.734634886141564891e+01,8.418766042709149744e+00
1.979614364053101738e+01,1.106520161994950335e+01,2.738715173368699141e+01,8.540009324372684674e+00
1.981865505035121089e+01,1.113367046189477350e+01,2.742710718071244003e+01,8.661534506895193886e+00
1.984068791277631050e+01,1.120229479331429445e+01,2.746621325511988587e+01,8.783335667310739225e+00
1.986224115395567935e+01,1.127107126955496597e+01,2.750446805093443103e+01,8.905406869202595388e+00
1.988331372341475145e+01,1.133999653854836076e+01,2.754186970367128851e+01,9.027742162992588248e+00
1.990390459410622270e+01,1.140906724097411207e+01,2.757841639042668191e+01,9.150335586231101104e+00
1.992401276246010156e+01,1.147828001042362800e+01,2.761410632996664916e+01,9.273181163887635137e+00
