# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
1438.4; 73.923; -0.01245; 830.5; -0.0; -3454.2
1441.5; 74.062; -0.01250; 837.3; -0.0; -3450.1
1444.6; 74.201; -0.01262; 843.6; -0.0; -3446.8
1447.7; 74.340; -0.01275; 847.5; -0.0; -3445.3
1450.8; 74.479; -0.01287; 847.5; -0.0; -3446.2
1453.9; 74.617; -0.01296; 841.3; -0.0; -3451.1
1457.0; 74.756; -0.01294; 831.1; -0.0; -3457.6
1460.1; 74.895; -0.01274; 823.3; -0.0; -3461.1
1463.2; 75.034; -0.01244; 826.9; -0.0; -3456.0
1466.3; 75.172; -0.01220; 849.0; -0.0; -3439.2
1469.4; 75.311; -0.01223; 890.9; -0.0; -3412.2
1472.5; 75.450; -0.01265; 945.9; -0.0; -3380.6
1475.6; 75.589; -0.01350; 990.7; -0.0; -3359.8
1478.7; 75.728; -0.01463; 988.3; -0.0; -3371.1
1481.8; 75.866; -0.01549; 920.7; -0.0; -3421.2
1484.9; 76.005; -0.01546; 806.9; -0.0; -3496.0
1488.0; 76.144; -0.01418; 688.4; -0.0; -3567.8
1491.1; 76.282; -0.01159; 608.5; -0.0; -3604.4
1494.2; 76.421; -0.00788; 622.5; -0.0; -3560.2
1497.3; 76.560; -0.00350; 919.3; -0.1; -3313.9
1500.4; 76.699; 0.00118; 33.2; -392.7; -2690.7
1503.5; 76.838; 0.00503; 7.5; -2624.7; -1788.4
