# x_m, y_m, w_tr_right_m, w_tr_left_m
-1.417065348226844712e+00;1.283645872537567900e+00;4.772621169426638499e-01;5.258179554955056956e-01
-1.456284027653778068e+00;1.262453728171745615e+00;5.272621169426638943e-01;5.258179554955056956e-01
-1.496875369836400571e+00;1.241383019878085747e+00;5.272621169426638943e-01;4.758179554955056512e-01
-1.538710390588031496e+00;1.220433696113994992e+00;5.746195245202372348e-01;5.231753630730789917e-01
-1.581665057052222156e+00;1.199605385380231093e+00;5.529204679174070103e-01;5.514763064702488116e-01
-1.625620287702752131e+00;1.178897396220912164e+00;5.686058928666449797e-01;5.464510533008321014e-01
-1.670461952343635259e+00;1.158308717223509365e+00;5.344277585541394870e-01;5.829835971069813327e-01
-1.716080872109114308e+00;1.137838017018849790e+00;5.844277585541395315e-01;6.036942752256360123e-01
-1.762372819463663642e+00;1.117483644281118904e+00;6.119374622923544615e-01;6.604933008451963072e-01
-1.809238518201989665e+00;1.097243627727855886e+00;5.414369486308573398e-01;6.899927871836991633e-01
-1.856583643449028376e+00;1.077115676119956733e+00;5.730081804669759915e-01;6.833674178948072608e-01
-1.904318821659946925e+00;1.057097178261673820e+00;6.119374622923544615e-01;7.019146570825057774e-01
-1.952359630620144282e+00;1.037185203000614120e+00;6.050001968570217770e-01;7.653594342848530907e-01
-2.000626599445248122e+00;1.017376499227741871e+00;5.881554634533883164e-01;7.948251850146491604e-01
-2.049045208581121269e+00;9.976674958773767976e-01;5.881554634533883164e-01;8.635772614057678487e-01
-2.097545889803853925e+00;9.780543019271951133e-01;6.213863117600560981e-01;9.435489480628769243e-01
-2.146064026219768550e+00;9.585327063982282958e-01;6.070727665971356046e-01;9.455975236253573168e-01
-2.194539952265419203e+00;9.390981783548633111e-01;6.353759999510829592e-01;1.075479433246189886e+00
-2.242918953707588869e+00;9.197458669048447222e-01;6.213863117600560981e-01;1.126063025056521338e+00
-2.291151267643294798e+00;9.004706011992718029e-01;6.070727665971356046e-01;1.207605088933686011e+00
-2.339192082499782277e+00;8.812668904326002028e-01;6.353759999510829592e-01;1.187044725918852128e+00
-2.387001538034528636e+00;8.621289238426421697e-01;6.713863117600561425e-01;1.197142337578774418e+00
-2.434544725335242799e+00;8.430505707105636626e-01;6.070727665971356046e-01;1.221391610412543738e+00
-2.481791686819864839e+00;8.240253803608891259e-01;6.353759999510829592e-01;1.194909061368569114e+00
-2.528717416236562876e+00;8.050465821614984918e-01;6.713863117600561425e-01;1.179844101672176571e+00
-2.575301858663740617e+00;7.861070855236265142e-01;6.529204679174069881e-01;1.143919196560054141e+00
-2.621529910510028927e+00;7.671994799018652111e-01;6.294186722244904386e-01;1.192756017826682502e+00
-2.667391419514292483e+00;7.483160347941612001e-01;6.570727665971356490e-01;1.188723794634507502e+00
-2.712881184745624008e+00;7.294486997418178076e-01;6.353759999510829592e-01;1.192948832878872212e+00
-2.757998956603351370e+00;7.105891043294955134e-01;6.713863117600561425e-01;1.203037339797427885e+00
-2.802749436817028705e+00;6.917285581852086196e-01;6.611967209472290330e-01;1.168769553875018241e+00
-2.847142278446443964e+00;6.728580509803284704e-01;6.605677898157022998e-01;1.219025579727822661e+00
-2.891192085881615803e+00;6.539682524295823418e-01;6.529204679174069881e-01;1.173491631915776212e+00
