0.0, 0.0, 4.0, 4.0
0.14449374583409735, 0.7859203144127918, 4.0, 4.0
0.2889874916681947, 1.5718406288255835, 4.0, 4.0
0.41730362309991165, 2.3606872539054677, 4.0, 4.0
0.5456197545316286, 3.149533878985352, 4.0, 4.0
0.6595413128815721, 3.9406848423220993, 4.0, 4.0
0.7734628712315157, 4.7318358056588465, 4.0, 4.0
0.8743741207408391, 5.524829049034295, 4.0, 4.0
0.9752853702501625, 6.317822292409744, 4.0, 4.0
1.0642518653306468, 7.112307318772565, 4.0, 4.0
1.153218360411131, 7.906792345135386, 4.0, 4.0
1.2310462082689924, 8.702497279017692, 4.0, 4.0
1.3088740561268537, 9.498202212899997, 4.0, 4.0
1.3761532344180978, 10.294910820189244, 4.0, 4.0
1.4434324127093419, 11.091619427478491, 4.0, 4.0
1.5005677134751068, 11.88915460990475, 4.0, 4.0
1.5577030142408717, 12.68668979233101, 4.0, 4.0
1.604935160766587, 13.48490127074254, 4.0, 4.0
1.6521673072923022, 14.283112749154071, 4.0, 4.0
1.689585988148167, 15.08186737791712, 4.0, 4.0
1.7270046690040317, 15.88062200668017, 4.0, 4.0
1.6264546799373534, 16.673663163948305, 4.0, 4.0
1.525904690870675, 17.46670432121644, 4.0, 4.0
1.290516411614334, 18.22934259638828, 4.0, 4.0
1.0551281323579929, 18.991980871560116, 4.0, 4.0
0.6922298053670488, 19.700473373937683, 4.0, 4.0
0.32933147837610477, 20.40896587631525, 4.0, 4.0
-0.1386139165722966, 21.049926697832632, 4.0, 4.0
-0.606559311520698, 21.690887519350014, 4.0, 4.0
-1.1323895869197145, 22.2831430226789, 4.0, 4.0
-1.658219862318731, 22.875398526007785, 4.0, 4.0
-2.216784935507576, 23.435489562588145, 4.0, 4.0
-2.775350008696421, 23.995580599168505, 4.0, 4.0
-3.3531392058927736, 24.53492475442752, 4.0, 4.0
-3.9309284030891263, 25.074268909686538, 4.0, 4.0
-4.520430024009158, 25.60021256390027, 4.0, 4.0
-5.1099316449291905, 26.126156218114005, 4.0, 4.0
-5.706808933950612, 26.6433409806381, 4.0, 4.0
-6.303686222972033, 27.160525743162196, 4.0, 4.0
-6.905347648838585, 27.671889567356033, 4.0, 4.0
-7.507009074705138, 28.18325339154987, 4.0, 4.0
-8.111858313879395, 28.69067533642766, 4.0, 4.0
-8.716707553053652, 29.19809728130545, 4.0, 4.0
-9.32373459334545, 29.702796486317396, 4.0, 4.0
-9.930761633637246, 30.207495691329342, 4.0, 4.0
-10.539311863901872, 30.710275951067217, 4.0, 4.0
-11.147862094166499, 31.213056210805092, 4.0, 4.0
-11.757501827476062, 31.714456423652393, 4.0, 4.0
-12.367141560785626, 32.215856636499694, 4.0, 4.0
-12.977577585141717, 32.71624423275915, 4.0, 4.0
-13.588013609497807, 33.21663182901861, 4.0, 4.0
-14.19904390315898, 33.71626151213269, 4.0, 4.0
-14.810074196820153, 34.21589119524677, 4.0, 4.0
-15.421557084220979, 34.71494238615858, 4.0, 4.0
-16.033039971621804, 35.2139935770704, 4.0, 4.0
-16.644874440285577, 35.71259462775495, 4.0, 4.0
-17.25670890894935, 36.21119567843951, 4.0, 4.0
-17.868821820603046, 36.70943975766582, 4.0, 4.0
-18.480934732256742, 37.20768383689213, 4.0, 4.0
-19.093272372835912, 37.705639502376044, 4.0, 4.0
-19.705610013415082, 38.20359516785996, 4.0, 4.0
-20.318132421585346, 38.70131350082448, 4.0, 4.0
-20.93065482975561, 39.19903183378901, 4.0, 4.0
-21.543331934013793, 39.69655131866287, 4.0, 4.0
-22.156009038271975, 40.19407080353673, 4.0, 4.0
-22.768686142530157, 40.691590288410595, 4.0, 4.0
-23.38136324678834, 41.18910977328446, 4.0, 4.0
-23.99404035104652, 41.68662925815832, 4.0, 4.0
-24.606717455304704, 42.18414874303218, 4.0, 4.0
-25.219394559562886, 42.681668227906016, 4.0, 4.0
-25.83207166382107, 43.17918771277985, 4.0, 4.0
-26.444748768079222, 43.67670719765371, 4.0, 4.0
-27.057425872337376, 44.174226682527575, 4.0, 4.0
-27.670102976595558, 44.67174616740144, 4.0, 4.0
-28.28278008085374, 45.1692656522753, 4.0, 4.0
-28.895457185111923, 45.66678513714916, 4.0, 4.0
-29.508134289370105, 46.164304622023025, 4.0, 4.0
-30.120811393628287, 46.66182410689689, 4.0, 4.0
-30.73348849788647, 47.15934359177075, 4.0, 4.0
-31.34616560214465, 47.65686307664461, 4.0, 4.0
-31.958842706402834, 48.154382561518474, 4.0, 4.0
-32.571519810661016, 48.65190204639234, 4.0, 4.0
