# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000056e-01;1.000000000000000056e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
2.000000000000000111e-01;2.000000000000000111e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
3.000000000000000444e-01;3.000000000000000444e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
4.000000000000000222e-01;4.000000000000000222e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
6.000000000000000888e-01;6.000000000000000888e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
7.000000000000000666e-01;7.000000000000000666e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
8.000000000000000444e-01;8.000000000000000444e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
9.000000000000000222e-01;9.000000000000000222e-01;0.000000000000000000e+00;-8.944667923005414662e-18;0.000000000000000000e+00;4.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000000e+00;1.000000000000000000e+00;-1.788933584601082316e-18;1.745332522217699035e-03;6.981317007977240474e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.100000000000000089e+00;1.099999390762534945e+00;3.490657955613851813e-04;6.981331332449994959e-03;6.981314599608995364e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.200000000000000178e+00;1.199993907675906968e+00;1.396246417909376451e-03;1.396266258616415783e-02;6.981318298613477247e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.300000000000000044e+00;1.299978677128904581e+00;3.141490564280079514e-03;2.094399343081640094e-02;6.981316489241766454e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.400000000000000133e+00;1.399948825984945966e+00;5.584713356219459142e-03;2.792532479410412757e-02;6.981317193303028523e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.500000000000000000e+00;1.499899481820302416e+00;8.725795635125467575e-03;3.490665590885530523e-02;6.981316945905194360e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.600000000000000089e+00;1.599825773161203113e+00;1.256458433762265396e-02;4.188798711957333193e-02;6.981317027935858566e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.700000000000000178e+00;1.699722829721412198e+00;1.710089235584252160e-02;4.886931829670487781e-02;6.981317001738153449e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.800000000000000044e+00;1.799585782639548048e+00;2.233449859887505148e-02;5.585064948493197873e-02;6.981317009887916258e-02;4.000000000000000000e+00;0.000000000000000000e+00
1.900000000000000133e+00;1.899409764716403881e+00;2.826514798607967019e-02;6.283198066962614181e-02;6.981317007401384445e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.000000000000000000e+00;1.999189910652163116e+00;3.489255146511052036e-02;6.981331185541909956e-02;6.981317008148786585e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.100000000000000089e+00;2.098921357283529243e+00;4.221638602426764503e-02;7.679464304087856019e-02;6.981317007926779450e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.200000000000000178e+00;2.198599243820751781e+00;5.023629470876277842e-02;8.377597422643782987e-02;6.981317007992091095e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.300000000000000266e+00;2.298218712084533433e+00;5.895188663796790268e-02;9.075730541196042056e-02;6.981317007973029953e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.400000000000000355e+00;2.397774906742813350e+00;6.836273702450121337e-02;9.773863659750248178e-02;6.981317007978556088e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.500000000000000000e+00;2.497262975547408281e+00;7.846838719493423597e-02;1.047199677830489284e-01;6.981317007976962918e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.600000000000000089e+00;2.596678069570508285e+00;8.926834461212959648e-02;1.117012989685725738e-01;6.981317007977419498e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.700000000000000178e+00;2.696015343441005019e+00;1.007620828992613765e-01;1.186826301541058643e-01;6.981317007977289046e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.800000000000000266e+00;2.795269955580648613e+00;1.129490418654672534e-01;1.256639613396489108e-01;6.981317007977326516e-02;4.000000000000000000e+00;0.000000000000000000e+00
2.900000000000000355e+00;2.894437068440022909e+00;1.258286275331481074e-01;1.326452925251826731e-01;6.981317007977315414e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.000000000000000000e+00;2.993511848734321301e+00;1.394002121669173366e-01;1.396266237107214314e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.100000000000000089e+00;3.092489467678912529e+00;1.536631343042030307e-01;1.466079548962634926e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.200000000000000178e+00;3.191365101224694190e+00;1.686166987874763434e-01;1.535892860817885675e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.300000000000000266e+00;3.290133930293206443e+00;1.842601767981398020e-01;1.605706172673253829e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.400000000000000355e+00;3.388791141011510355e+00;2.005928058920510848e-01;1.675519484528654457e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.500000000000000000e+00;3.487331924946809991e+00;2.176137900366743039e-01;1.745332796383946561e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.600000000000000089e+00;3.585751479340811176e+00;2.353222996498868236e-01;1.815146108239382994e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.700000000000000178e+00;3.684045007343799139e+00;2.537174716404093644e-01;1.884959420094731719e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.800000000000000266e+00;3.782207718248432826e+00;2.727984094498659973e-01;1.954772731949967757e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
3.900000000000000355e+00;3.880234827723238134e+00;2.925641830964911261e-01;2.024586043805402524e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.000000000000000000e+00;3.978121558045788042e+00;3.130138292204521222e-01;2.094399355660774009e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.100000000000000533e+00;4.075863138335570568e+00;3.341463511307959378e-01;2.164212667516179078e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.200000000000000178e+00;4.173454804786503658e+00;3.559607188540384604e-01;2.234025979371575821e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.299999999999999822e+00;4.270891800899128121e+00;3.784558691843502021e-01;2.303839291226834618e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.400000000000000355e+00;4.368169377712429302e+00;4.016307057353884491e-01;2.373652603082244128e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.500000000000000000e+00;4.465282794035294600e+00;4.254840989937284101e-01;2.443465914937633376e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.600000000000000533e+00;4.562227316677593514e+00;4.500148863739108496e-01;2.513279226792926035e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.700000000000000178e+00;4.658998220680871327e+00;4.752218722751102575e-01;2.583092538648308345e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.800000000000000711e+00;4.755590789548635122e+00;5.011038281394087912e-01;2.652905850503610719e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
4.900000000000000355e+00;4.852000315476226788e+00;5.276594925116632195e-01;2.722719162358954725e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e+00;4.948222099580283029e+00;5.548875711010051726e-01;2.792532474214443616e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.100000000000000533e+00;5.044251452127748614e+00;5.827867368439055840e-01;2.862345786069785958e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.200000000000000178e+00;5.140083692764444656e+00;6.113556299688613915e-01;2.932159097925083890e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.300000000000000711e+00;5.235714150743195461e+00;6.405928580626720770e-01;3.001972409780411799e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.400000000000000355e+00;5.331138165151459773e+00;6.704969961382996058e-01;3.071785721635837962e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.500000000000000000e+00;5.426351085138510832e+00;7.010665867043257560e-01;3.141599033491180859e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.600000000000000533e+00;5.521348270142104830e+00;7.323001398359781922e-01;3.211412345346539299e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.700000000000000178e+00;5.616125090114661766e+00;7.641961332477618107e-01;3.281225657201968238e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.800000000000000711e+00;5.710676925748924937e+00;7.967530123676416220e-01;3.351038969057246186e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
5.900000000000000355e+00;5.804999168703100842e+00;8.299691904128125852e-01;3.420852280912637933e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.000000000000000000e+00;5.899087221825463523e+00;8.638430484670469589e-01;3.490665592768001368e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.100000000000000533e+00;5.992936499378419768e+00;8.983729355595823085e-01;3.560478904623235463e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.200000000000000178e+00;6.086542427262005006e+00;9.335571687456026835e-01;3.630292216478663292e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.300000000000000711e+00;6.179900443236820529e+00;9.693940331882568984e-01;3.700105528334132199e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.400000000000000355e+00;6.273005997146395174e+00;1.005881782242234346e+00;3.769918840189501741e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.500000000000000000e+00;6.365854551138956374e+00;1.043018637538900339e+00;3.839732152044670332e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.600000000000000533e+00;6.458441579888592798e+00;1.080802789072965675e+00;3.909545463900063744e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.700000000000000178e+00;6.550762570815810371e+00;1.119232395290715720e+00;3.979358775755550415e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
6.800000000000000711e+00;6.642813024307488767e+00;1.158305583179749965e+00;4.049172087610848902e-01;6.981317007977318190e-02;4.000000000000000000e+00;0.000000000000000000e+00
